GO_Term,AUROC,From_Level,AUROC_difference,Ones,Zeros,Size,TL,Balance,Ontology,Frozen,LR,Data,Time
GO:0007423,0.6425,4,-0.0544,205,14669,14874,1,0.0276,bp,0,1.00E-06,Orig,248.5619
GO:0090304,0.6508,4,-0.081,67,1549,1616,1,0.0829,bp,0,1.00E-06,Orig,4.077
GO:0036211,0.6618,4,-0.0146,75,420,495,1,0.303,bp,0,1.00E-06,Orig,1.5868
GO:0009893,0.6505,4,-0.025,173,351,524,1,0.6603,bp,0,1.00E-06,Orig,1.6777
GO:0060255,0.6797,4,0.0289,444,629,1073,1,0.8276,bp,0,1.00E-06,Orig,2.955
GO:0009892,0.6421,4,-0.0561,251,822,1073,1,0.4678,bp,0,1.00E-06,Orig,2.6808
GO:0006259,0.6556,4,-0.0526,23,236,259,1,0.1776,bp,0,1.00E-06,Orig,2.3768
GO:0016070,0.6374,4,-0.0844,55,204,259,1,0.4247,bp,0,1.00E-06,Orig,1.1143
GO:0018193,0.6831,4,-0.0093,36,132,168,1,0.4286,bp,0,1.00E-06,Orig,4.1536
GO:0010605,0.6446,4,0.0279,165,348,513,1,0.6433,bp,0,1.00E-06,Orig,3.8956
GO:0090304,0.6771,5,-0.0501,94,1716,1810,1,0.1039,bp,0,1.00E-06,Orig,31.4716
GO:0036211,0.7732,5,0.0749,77,517,594,1,0.2593,bp,0,1.00E-06,Orig,1.9823
GO:0009893,0.7341,5,0.1316,264,1130,1394,1,0.3788,bp,0,1.00E-06,Orig,5.5502
GO:0060255,0.736,5,-0.0013,737,1645,2382,1,0.6188,bp,0,1.00E-06,Orig,5.5325
GO:0009892,0.6776,5,-0.0109,179,805,984,1,0.3638,bp,0,1.00E-06,Orig,2.7436
GO:0006259,0.6628,5,-0.0629,29,259,288,1,0.2014,bp,0,1.00E-06,Orig,1.0779
GO:0016070,0.6745,5,-0.0224,66,222,288,1,0.4583,bp,0,1.00E-06,Orig,1.0966
GO:0018193,0.7309,5,-0.0009,33,176,209,1,0.3158,bp,0,1.00E-06,Orig,1.105
GO:0010605,0.6813,5,0.0049,227,583,810,1,0.5605,bp,0,1.00E-06,Orig,14.9672
GO:0006259,0.6535,6,-0.0737,1325,6410,7735,1,0.3426,bp,0,1.00E-06,Orig,128.9495
GO:0016070,0.7717,6,0.0734,2007,5728,7735,1,0.5189,bp,0,1.00E-06,Orig,16.2971
GO:0018193,0.6031,6,0.0006,605,10644,11249,1,0.1076,bp,0,1.00E-06,Orig,23.1902
GO:0010605,0.5675,6,-0.1698,1371,5388,6759,1,0.4057,bp,0,1.00E-06,Orig,46.2609
GO:0008152,0.5985,2,-0.1054,4968,11366,16334,1,0.6083,bp,0,1.00E-06,Orig,33.6656
GO:0050789,0.7078,2,0.0713,4349,3156,7505,1,0.841,bp,0,1.00E-06,Orig,20.6012
GO:0048856,0.6382,2,0.0289,1597,8118,9715,1,0.3288,bp,0,1.00E-06,Orig,20.1034
GO:0043170,0.5599,2,-0.1564,3557,8490,12047,1,0.5905,bp,0,1.00E-06,Orig,25.1501
GO:0044238,0.6014,2,-0.0331,4262,7785,12047,1,0.7076,bp,0,1.00E-06,Orig,25.0319
GO:0048518,0.5634,2,-0.1795,2459,1888,4347,1,0.8686,bp,0,1.00E-06,Orig,56.4892
GO:0050794,0.6511,2,-0.0262,4078,269,4347,1,0.1238,bp,0,1.00E-06,Orig,39.0493
GO:0048519,0.6522,2,-0.063,2075,2272,4347,1,0.9547,bp,0,1.00E-06,Orig,14.9299
GO:0048513,0.664,2,-0.0144,622,956,1578,1,0.7883,bp,0,1.00E-06,Orig,4.1023
GO:0043412,0.5822,2,-0.0783,115,736,851,1,0.2703,bp,0,1.00E-06,Orig,2.443
GO:0006139,0.5431,2,-0.1376,249,1934,2183,1,0.2281,bp,0,1.00E-06,Orig,5.1301
GO:0019538,0.574,2,-0.1379,153,698,851,1,0.3596,bp,0,1.00E-06,Orig,2.4694
GO:0048522,0.565,2,-0.114,759,514,1273,1,0.8075,bp,0,1.00E-06,Orig,4.4993
GO:0019222,0.5962,2,-0.1283,482,242,724,1,0.6685,bp,0,1.00E-06,Orig,2.0606
GO:0048523,0.6073,2,-0.0741,429,295,724,1,0.8149,bp,0,1.00E-06,Orig,6.5689
GO:0007423,0.6731,2,0.0099,63,1015,1078,1,0.1169,bp,0,1.00E-06,Orig,4.8249
GO:0090304,0.5192,2,-0.2708,63,788,851,1,0.1481,bp,0,1.00E-06,Orig,2.5474
GO:0036211,0.592,2,-0.1376,72,392,464,1,0.3103,bp,0,1.00E-06,Orig,1.4996
GO:0009893,0.5379,2,-0.2186,83,77,160,1,0.9625,bp,0,1.00E-06,Orig,0.8415
GO:0060255,0.6054,2,-0.1085,206,120,326,1,0.7362,bp,0,1.00E-06,Orig,1.2757
GO:0009892,0.5885,2,-0.1615,125,201,326,1,0.7669,bp,0,1.00E-06,Orig,1.3886
GO:0006259,0.5419,2,-0.1722,13,212,225,1,0.1156,bp,0,1.00E-06,Orig,1.0391
GO:0016070,0.5062,2,-0.2257,49,176,225,1,0.4356,bp,0,1.00E-06,Orig,1.9428
GO:0018193,0.6026,2,-0.189,33,147,180,1,0.3667,bp,0,1.00E-06,Orig,3.157
GO:0010605,0.5895,2,-0.1415,86,172,258,1,0.6667,bp,0,1.00E-06,Orig,1.9148
GO:0043170,0.5348,3,-0.1691,8071,19462,27533,1,0.5863,bp,0,1.00E-06,Orig,277.297
GO:0044238,0.5072,3,-0.1293,11589,15944,27533,1,0.8418,bp,0,1.00E-06,Orig,359.0599
GO:0048518,0.5528,3,-0.0565,7316,8254,15570,1,0.9398,bp,0,1.00E-06,Orig,104.9262
GO:0050794,0.6625,3,-0.0538,14363,1207,15570,1,0.155,bp,0,1.00E-06,Orig,58.3595
GO:0048519,0.6241,3,-0.0104,6310,9260,15570,1,0.8105,bp,0,1.00E-06,Orig,244.064
GO:0048513,0.64,3,-0.1029,1695,3253,4948,1,0.6851,bp,0,1.00E-06,Orig,42.2784
GO:0043412,0.5456,3,-0.1317,131,1010,1141,1,0.2296,bp,0,1.00E-06,Orig,3.0112
GO:0006139,0.5476,3,-0.1676,339,2987,3326,1,0.2038,bp,0,1.00E-06,Orig,14.1186
GO:0019538,0.5327,3,-0.1457,613,2713,3326,1,0.3686,bp,0,1.00E-06,Orig,7.4785
GO:0048522,0.549,3,-0.1115,2280,2401,4681,1,0.9742,bp,0,1.00E-06,Orig,10.196
GO:0019222,0.5694,3,-0.1113,1462,857,2319,1,0.7391,bp,0,1.00E-06,Orig,31.089
GO:0048523,0.6071,3,-0.1048,1204,1115,2319,1,0.9616,bp,0,1.00E-06,Orig,10.0767
GO:0007423,0.6401,3,-0.0389,199,2596,2795,1,0.1424,bp,0,1.00E-06,Orig,7.3533
GO:0090304,0.6156,3,-0.1089,72,1069,1141,1,0.1262,bp,0,1.00E-06,Orig,11.0404
GO:0036211,0.5402,3,-0.1412,54,422,476,1,0.2269,bp,0,1.00E-06,Orig,1.5276
GO:0009893,0.5471,3,-0.1161,137,143,280,1,0.9786,bp,0,1.00E-06,Orig,1.1401
GO:0060255,0.5749,3,-0.2151,441,313,754,1,0.8302,bp,0,1.00E-06,Orig,2.0656
GO:0009892,0.6052,3,-0.1244,133,316,449,1,0.5924,bp,0,1.00E-06,Orig,1.5058
GO:0006259,0.6237,3,-0.1328,19,251,270,1,0.1407,bp,0,1.00E-06,Orig,1.1369
GO:0016070,0.6194,3,-0.0945,60,210,270,1,0.4444,bp,0,1.00E-06,Orig,4.1684
GO:0018193,0.5372,3,-0.2128,24,152,176,1,0.2727,bp,0,1.00E-06,Orig,1.748
GO:0010605,0.6042,3,-0.1099,117,163,280,1,0.8357,bp,0,1.00E-06,Orig,1.1373
GO:0006139,0.6233,4,-0.0806,354,4065,4419,1,0.1602,bp,0,1.00E-06,Orig,9.6871
GO:0043412,0.7314,4,0.0949,133,1423,1556,1,0.171,bp,0,1.00E-06,Orig,3.8769
GO:0019538,0.6585,4,0.0492,613,3806,4419,1,0.2774,bp,0,1.00E-06,Orig,9.5832
GO:0048522,0.584,4,-0.1323,2278,12396,14674,1,0.3105,bp,0,1.00E-06,Orig,73.9082
GO:0019222,0.5597,4,-0.0748,1459,2451,3910,1,0.7463,bp,0,1.00E-06,Orig,67.1502
GO:0048523,0.601,4,-0.1419,1213,2697,3910,1,0.6205,bp,0,1.00E-06,Orig,44.9694
GO:0007423,0.586,4,-0.0913,202,14169,14371,1,0.0281,bp,0,1.00E-06,Orig,44.5319
GO:0090304,0.5848,4,-0.1304,31,382,413,1,0.1501,bp,0,1.00E-06,Orig,1.4383
GO:0036211,0.6862,4,0.0078,55,427,482,1,0.2282,bp,0,1.00E-06,Orig,1.7727
GO:0009893,0.5774,4,-0.0831,362,700,1062,1,0.6817,bp,0,1.00E-06,Orig,2.7569
GO:0060255,0.5689,4,-0.1118,435,627,1062,1,0.8192,bp,0,1.00E-06,Orig,2.7558
GO:0009892,0.5639,4,-0.148,245,817,1062,1,0.4614,bp,0,1.00E-06,Orig,2.8786
GO:0006259,0.59,4,-0.089,11,82,93,1,0.2366,bp,0,1.00E-06,Orig,0.7678
GO:0016070,0.5796,4,-0.1449,21,72,93,1,0.4516,bp,0,1.00E-06,Orig,2.888
GO:0018193,0.6897,4,0.0083,23,153,176,1,0.2614,bp,0,1.00E-06,Orig,0.9382
GO:0010605,0.5646,4,-0.0986,211,291,502,1,0.8406,bp,0,1.00E-06,Orig,3.5899
GO:0090304,0.7133,5,0.0094,97,1596,1693,1,0.1146,bp,0,1.00E-06,Orig,14.9233
GO:0036211,0.8017,5,0.1652,759,5553,6312,1,0.2405,bp,0,1.00E-06,Orig,13.4186
GO:0009893,0.6989,5,0.0896,275,1045,1320,1,0.4167,bp,0,1.00E-06,Orig,3.504
GO:0060255,0.745,5,0.0287,696,1602,2298,1,0.6057,bp,0,1.00E-06,Orig,5.2074
GO:0009892,0.7177,5,0.0832,369,1929,2298,1,0.3211,bp,0,1.00E-06,Orig,5.4258
GO:0006259,0.7062,5,-0.0367,33,265,298,1,0.2215,bp,0,1.00E-06,Orig,1.2037
GO:0016070,0.7291,5,0.0518,64,234,298,1,0.4295,bp,0,1.00E-06,Orig,5.0917
GO:0018193,0.6845,5,-0.0307,232,1846,2078,1,0.2233,bp,0,1.00E-06,Orig,7.816
GO:0010605,0.6908,5,0.0124,222,584,806,1,0.5509,bp,0,1.00E-06,Orig,15.5214
GO:0006259,0.6961,6,-0.0078,1466,6607,8073,1,0.3632,bp,0,1.00E-06,Orig,119.1673
GO:0016070,0.7274,6,0.0909,2284,5789,8073,1,0.5658,bp,0,1.00E-06,Orig,16.9891
GO:0018193,0.6507,6,0.0414,641,10940,11581,1,0.1107,bp,0,1.00E-06,Orig,23.9606
GO:0010605,0.488,6,-0.2283,3058,4773,7831,1,0.781,bp,0,1.00E-06,Orig,131.6793
GO:0008152,0.6313,2,-0.0653,4919,11605,16524,1,0.5954,bp,0,1.00E-06,Orig,33.699
GO:0050789,0.7058,2,0.079,4403,3171,7574,1,0.8373,bp,0,1.00E-06,Orig,15.8733
GO:0048856,0.6252,2,0.0118,1563,7828,9391,1,0.3329,bp,0,1.00E-06,Orig,20.5587
GO:0043170,0.5933,2,-0.122,3557,8585,12142,1,0.5859,bp,0,1.00E-06,Orig,26.0831
GO:0044238,0.6351,2,0.0179,4269,7873,12142,1,0.7032,bp,0,1.00E-06,Orig,25.4847
GO:0048518,0.5358,2,-0.1983,2543,1870,4413,1,0.8475,bp,0,1.00E-06,Orig,59.4494
GO:0050794,0.6029,2,-0.0539,4165,248,4413,1,0.1124,bp,0,1.00E-06,Orig,50.037
GO:0048519,0.6771,2,-0.0366,2105,2308,4413,1,0.954,bp,0,1.00E-06,Orig,10.2293
GO:0048513,0.6672,2,-0.0142,644,927,1571,1,0.8199,bp,0,1.00E-06,Orig,4.032
GO:0043412,0.605,2,-0.0975,118,708,826,1,0.2857,bp,0,1.00E-06,Orig,2.6364
GO:0006139,0.5768,2,-0.0759,269,1965,2234,1,0.2408,bp,0,1.00E-06,Orig,5.0932
GO:0019538,0.5969,2,-0.106,156,670,826,1,0.3777,bp,0,1.00E-06,Orig,2.3844
GO:0048522,0.5818,2,-0.1043,505,232,737,1,0.6296,bp,0,1.00E-06,Orig,3.4824
GO:0019222,0.5731,2,-0.165,495,242,737,1,0.6567,bp,0,1.00E-06,Orig,2.6379
GO:0048523,0.5889,2,-0.1168,1265,1284,2549,1,0.9925,bp,0,1.00E-06,Orig,36.7746
GO:0007423,0.6789,2,0.0037,64,1035,1099,1,0.1165,bp,0,1.00E-06,Orig,4.2951
GO:0090304,0.5546,2,-0.2203,26,305,331,1,0.1571,bp,0,1.00E-06,Orig,1.2689
GO:0036211,0.6067,2,-0.1219,81,357,438,1,0.3699,bp,0,1.00E-06,Orig,2.2167
GO:0009893,0.5898,2,-0.146,100,100,200,1,1,bp,0,1.00E-06,Orig,1.0627
GO:0060255,0.5795,2,-0.1151,219,126,345,1,0.7304,bp,0,1.00E-06,Orig,1.268
GO:0009892,0.5758,2,-0.1846,78,140,218,1,0.7156,bp,0,1.00E-06,Orig,1.0472
GO:0006259,0.5864,2,-0.1564,5,83,88,1,0.1136,bp,0,1.00E-06,Orig,1.7068
GO:0016070,0.5308,2,-0.2151,20,68,88,1,0.4545,bp,0,1.00E-06,Orig,1.9234
GO:0018193,0.6395,2,-0.1449,36,144,180,1,0.4,bp,0,1.00E-06,Orig,3.1845
GO:0010605,0.5802,2,-0.1524,69,97,166,1,0.8313,bp,0,1.00E-06,Orig,1.6785
GO:0043170,0.5013,3,-0.1953,7930,19618,27548,1,0.5757,bp,0,1.00E-06,Orig,326.9754
GO:0044238,0.5092,3,-0.1176,11472,16076,27548,1,0.8329,bp,0,1.00E-06,Orig,459.3243
GO:0048518,0.5591,3,-0.0543,7586,8160,15746,1,0.9635,bp,0,1.00E-06,Orig,85.1937
GO:0050794,0.6804,3,-0.0349,14598,1148,15746,1,0.1458,bp,0,1.00E-06,Orig,53.5597
GO:0048519,0.6325,3,0.0153,6405,9341,15746,1,0.8135,bp,0,1.00E-06,Orig,207.6779
GO:0048513,0.6418,3,-0.0923,1886,3183,5069,1,0.7441,bp,0,1.00E-06,Orig,34.9757
GO:0043412,0.5198,3,-0.137,127,974,1101,1,0.2307,bp,0,1.00E-06,Orig,2.9588
GO:0006139,0.4628,3,-0.2509,358,2972,3330,1,0.215,bp,0,1.00E-06,Orig,8.5496
GO:0019538,0.5166,3,-0.1648,602,2728,3330,1,0.3616,bp,0,1.00E-06,Orig,8.0679
GO:0048522,0.6427,3,-0.0598,1344,986,2330,1,0.8464,bp,0,1.00E-06,Orig,5.4295
GO:0019222,0.6407,3,-0.012,1452,878,2330,1,0.7536,bp,0,1.00E-06,Orig,6.3373
GO:0048523,0.5991,3,-0.1038,2852,4705,7557,1,0.7548,bp,0,1.00E-06,Orig,20.6823
GO:0007423,0.6509,3,-0.0352,210,2682,2892,1,0.1452,bp,0,1.00E-06,Orig,7.5474
GO:0090304,0.4844,3,-0.2537,27,368,395,1,0.1367,bp,0,1.00E-06,Orig,5.735
GO:0036211,0.5263,3,-0.1794,59,426,485,1,0.2433,bp,0,1.00E-06,Orig,1.5629
GO:0009893,0.6532,3,-0.022,199,197,396,1,0.9949,bp,0,1.00E-06,Orig,1.3678
GO:0060255,0.6559,3,-0.119,454,327,781,1,0.8374,bp,0,1.00E-06,Orig,2.3193
GO:0009892,0.6223,3,-0.1063,254,527,781,1,0.6504,bp,0,1.00E-06,Orig,2.1307
GO:0006259,0.4808,3,-0.255,7,86,93,1,0.1505,bp,0,1.00E-06,Orig,0.7763
GO:0016070,0.4832,3,-0.2114,23,70,93,1,0.4946,bp,0,1.00E-06,Orig,0.7856
GO:0018193,0.4741,3,-0.2863,25,162,187,1,0.2674,bp,0,1.00E-06,Orig,0.9838
GO:0010605,0.6323,3,-0.1105,224,288,512,1,0.875,bp,0,1.00E-06,Orig,1.5079
GO:0006139,0.6118,4,-0.0848,356,3976,4332,1,0.1644,bp,0,1.00E-06,Orig,9.5982
GO:0043412,0.66,4,0.0332,133,1323,1456,1,0.1827,bp,0,1.00E-06,Orig,5.669
GO:0019538,0.65,4,0.0366,603,3729,4332,1,0.2784,bp,0,1.00E-06,Orig,9.5252
GO:0048522,0.6331,4,-0.0822,1334,2562,3896,1,0.6848,bp,0,1.00E-06,Orig,32.1252
GO:0019222,0.6358,4,0.0186,1461,2435,3896,1,0.75,bp,0,1.00E-06,Orig,26.8974
GO:0048523,0.634,4,-0.1001,2811,4746,7557,1,0.7439,bp,0,1.00E-06,Orig,46.48
GO:0007423,0.628,4,-0.0288,207,14382,14589,1,0.0284,bp,0,1.00E-06,Orig,30.0547
GO:0090304,0.651,4,-0.0627,74,1382,1456,1,0.1016,bp,0,1.00E-06,Orig,3.6936
GO:0036211,0.6734,4,-0.008,63,429,492,1,0.2561,bp,0,1.00E-06,Orig,1.9505
GO:0009893,0.6375,4,-0.065,199,327,526,1,0.7567,bp,0,1.00E-06,Orig,1.6742
GO:0060255,0.6504,4,-0.0023,456,597,1053,1,0.8661,bp,0,1.00E-06,Orig,2.7216
GO:0009892,0.6434,4,-0.0595,251,802,1053,1,0.4767,bp,0,1.00E-06,Orig,2.6567
GO:0006259,0.6628,4,-0.0233,21,246,267,1,0.1573,bp,0,1.00E-06,Orig,1.8568
GO:0016070,0.6255,4,-0.1126,57,210,267,1,0.427,bp,0,1.00E-06,Orig,3.7551
GO:0018193,0.6613,4,-0.0444,25,162,187,1,0.2674,bp,0,1.00E-06,Orig,2.1191
GO:0010605,0.6472,4,-0.028,170,379,549,1,0.6193,bp,0,1.00E-06,Orig,3.5356
GO:0090304,0.7372,5,0.0406,90,1799,1889,1,0.0953,bp,0,1.00E-06,Orig,6.4372
GO:0036211,0.7906,5,0.1638,755,5671,6426,1,0.235,bp,0,1.00E-06,Orig,14.2905
GO:0009893,0.7083,5,0.0949,576,1596,2172,1,0.5304,bp,0,1.00E-06,Orig,5.1798
GO:0060255,0.7589,5,0.0436,719,1453,2172,1,0.6621,bp,0,1.00E-06,Orig,5.2044
GO:0009892,0.7331,5,0.1159,370,1802,2172,1,0.3407,bp,0,1.00E-06,Orig,5.1888
GO:0006259,0.7215,5,-0.0126,33,276,309,1,0.2136,bp,0,1.00E-06,Orig,1.241
GO:0016070,0.7078,5,0.051,65,244,309,1,0.4207,bp,0,1.00E-06,Orig,6.6528
GO:0018193,0.7486,5,0.0349,243,1855,2098,1,0.2316,bp,0,1.00E-06,Orig,7.0653
GO:0010605,0.6892,5,0.0078,318,495,813,1,0.7823,bp,0,1.00E-06,Orig,14.9265
GO:0006259,0.7261,6,0.0295,1398,6549,7947,1,0.3518,bp,0,1.00E-06,Orig,106.4461
GO:0016070,0.691,6,0.0642,2150,5797,7947,1,0.5411,bp,0,1.00E-06,Orig,16.7746
GO:0018193,0.6733,6,0.0599,653,10835,11488,1,0.1137,bp,0,1.00E-06,Orig,22.6668
GO:0010605,0.4833,6,-0.232,3105,4734,7839,1,0.7922,bp,0,1.00E-06,Orig,134.1257
GO:0043226,0.6506,2,-0.0063,18162,18165,36327,1,0.9999,cc,0,0.0001,Aug,240.9931
GO:0016020,0.7539,2,0.0843,22213,22175,44388,1,0.9991,cc,0,0.0001,Aug,322.4532
GO:1902494,0.6327,2,-0.0025,4529,4555,9084,1,0.9971,cc,0,0.0001,Aug,18.8783
GO:1990904,0.8328,2,0.0738,5635,5651,11286,1,0.9986,cc,0,0.0001,Aug,23.745
GO:0140513,0.7996,2,0.1189,4955,4936,9891,1,0.9981,cc,0,0.0001,Aug,36.9508
GO:0043235,0.8386,2,0.0247,6410,6386,12796,1,0.9981,cc,0,0.0001,Aug,106.8741
GO:0098796,0.7682,2,-0.0301,5358,5377,10735,1,0.9982,cc,0,0.0001,Aug,100.3804
GO:0043227,0.5382,2,-0.0855,16661,16637,33298,1,0.9993,cc,0,0.0001,Aug,549.0264
GO:0043229,0.6695,2,-0.0564,16619,16582,33201,1,0.9989,cc,0,0.0001,Aug,562.9815
GO:0005886,0.7456,2,0.1111,12657,12561,25218,1,0.9962,cc,0,0.0001,Aug,78.9811
GO:0031090,0.5714,2,-0.1281,15719,15649,31368,1,0.9978,cc,0,0.0001,Aug,112.1497
GO:0005681,0.8334,2,0.0325,4335,4350,8685,1,0.9983,cc,0,0.0001,Aug,18.1726
GO:0098797,0.833,2,0.1617,3040,3060,6100,1,0.9967,cc,0,0.0001,Aug,39.4512
GO:0043231,0.5436,2,-0.2033,15115,15015,30130,1,0.9967,cc,0,0.0001,Aug,376.5862
GO:0042383,0.6209,2,-0.1018,12401,12419,24820,1,0.9993,cc,0,0.0001,Aug,104.8828
GO:0019866,0.7643,2,0.0746,12651,12662,25313,1,0.9996,cc,0,0.0001,Aug,141.1013
GO:0031966,0.7553,2,0.1237,11916,11993,23909,1,0.9968,cc,0,0.0001,Aug,253.2486
GO:0012506,0.7649,2,0.0048,12878,12961,25839,1,0.9968,cc,0,0.0001,Aug,299.6319
GO:0098588,0.6226,2,-0.1601,8827,8850,17677,1,0.9987,cc,0,0.0001,Aug,291.4604
GO:0071013,0.9072,2,0.2397,4335,4312,8647,1,0.9973,cc,0,0.0001,Aug,61.9721
GO:0098802,0.8005,2,0.1404,3830,3838,7668,1,0.999,cc,0,0.0001,Aug,127.6633
GO:0005634,0.7707,2,-0.0054,7693,7720,15413,1,0.9982,cc,0,0.0001,Aug,106.982
GO:0005743,0.7645,2,-0.0876,8602,8638,17240,1,0.9979,cc,0,0.0001,Aug,287.0948
GO:0030659,0.6882,2,-0.114,12372,12327,24699,1,0.9982,cc,0,0.0001,Aug,122.5841
GO:0005774,0.6931,2,-0.0956,5807,5826,11633,1,0.9984,cc,0,0.0001,Aug,162.1677
GO:0030666,0.818,2,0.103,8034,8054,16088,1,0.9988,cc,0,0.0001,Aug,265.7859
GO:0098852,0.71,2,0.0267,2980,2997,5977,1,0.9972,cc,0,0.0001,Aug,87.7998
GO:0043227,0.5247,3,-0.1322,16661,16637,33298,1,0.9993,cc,0,0.0001,Aug,550.9519
GO:0043229,0.654,3,-0.0156,16619,16582,33201,1,0.9989,cc,0,0.0001,Aug,608.4721
GO:0005886,0.6898,3,0.0546,6504,6549,13053,1,0.9966,cc,0,0.0001,Aug,26.7916
GO:0031090,0.478,3,-0.281,8064,8078,16142,1,0.9991,cc,0,0.0001,Aug,48.4559
GO:0005681,0.7395,3,0.0588,830,815,1645,1,0.9909,cc,0,0.0001,Aug,4.5635
GO:0098797,0.8122,3,-0.0017,756,750,1506,1,0.996,cc,0,0.0001,Aug,4.1906
GO:0043231,0.6572,3,-0.1411,15115,15015,30130,1,0.9967,cc,0,0.0001,Aug,168.89
GO:0042383,0.761,3,0.1373,6462,6391,12853,1,0.9945,cc,0,0.0001,Aug,30.8662
GO:0019866,0.6586,3,-0.0673,6566,6525,13091,1,0.9969,cc,0,0.0001,Aug,27.0115
GO:0031966,0.6424,3,0.0079,6231,6243,12474,1,0.999,cc,0,0.0001,Aug,26.0177
GO:0012506,0.6973,3,-0.0022,6649,6613,13262,1,0.9973,cc,0,0.0001,Aug,31.9368
GO:0098588,0.5817,3,-0.2192,4538,4534,9072,1,0.9996,cc,0,0.0001,Aug,30.9837
GO:0071013,0.8338,3,0.1625,420,422,842,1,0.9976,cc,0,0.0001,Aug,2.3298
GO:0098802,0.7909,3,0.044,170,164,334,1,0.982,cc,0,0.0001,Aug,1.4799
GO:0005634,0.783,3,0.0603,7693,7720,15413,1,0.9982,cc,0,0.0001,Aug,107.6733
GO:0005743,0.6787,3,-0.011,5793,5784,11577,1,0.9992,cc,0,0.0001,Aug,24.1883
GO:0030659,0.5775,3,-0.0541,6308,6306,12614,1,0.9998,cc,0,0.0001,Aug,26.2105
GO:0005774,0.6896,3,-0.0705,2994,2987,5981,1,0.9988,cc,0,0.0001,Aug,20.6792
GO:0030666,0.763,3,-0.0197,4487,4536,9023,1,0.9946,cc,0,0.0001,Aug,27.943
GO:0098852,0.68,3,0.0125,1538,1473,3011,1,0.9784,cc,0,0.0001,Aug,8.8642
GO:0043231,0.5485,4,-0.1084,15115,15015,30130,1,0.9967,cc,0,0.0001,Aug,318.8098
GO:0042383,0.8076,4,0.138,6462,6391,12853,1,0.9945,cc,0,0.0001,Aug,91.612
GO:0019866,0.6784,4,0.0432,2736,2732,5468,1,0.9993,cc,0,0.0001,Aug,13.4985
GO:0031966,0.6938,4,-0.0652,2580,2611,5191,1,0.994,cc,0,0.0001,Aug,14.8449
GO:0012506,0.7195,4,0.0388,2752,2765,5517,1,0.9976,cc,0,0.0001,Aug,15.61
GO:0098588,0.6379,4,-0.176,1914,1878,3792,1,0.9905,cc,0,0.0001,Aug,17.2758
GO:0071013,0.7202,4,-0.0781,106,106,212,1,1,cc,0,0.0001,Aug,1.1706
GO:0098802,0.8899,4,0.2662,391,386,777,1,0.9936,cc,0,0.0001,Aug,2.3888
GO:0005634,0.7766,4,0.0507,7693,7720,15413,1,0.9982,cc,0,0.0001,Aug,77.4961
GO:0005743,0.7195,4,0.085,2439,2395,4834,1,0.9909,cc,0,0.0001,Aug,10.4227
GO:0030659,0.6713,4,-0.0282,2612,2604,5216,1,0.9985,cc,0,0.0001,Aug,20.5088
GO:0005774,0.6621,4,-0.1388,1242,1251,2493,1,0.9964,cc,0,0.0001,Aug,5.7038
GO:0030666,0.7395,4,0.0682,1773,1783,3556,1,0.9972,cc,0,0.0001,Aug,8.0274
GO:0098852,0.7394,4,-0.0075,628,633,1261,1,0.996,cc,0,0.0001,Aug,3.1707
GO:0005634,0.7985,5,0.1416,7693,7720,15413,1,0.9982,cc,0,0.0001,Aug,139.1154
GO:0005774,0.6949,5,0.0253,1242,1251,2493,1,0.9964,cc,0,0.0001,Aug,6.6828
GO:0005743,0.7734,5,0.1382,558,561,1119,1,0.9973,cc,0,0.0001,Aug,4.2459
GO:0030659,0.6545,5,-0.1045,582,570,1152,1,0.9896,cc,0,0.0001,Aug,10.4709
GO:0098852,0.5917,5,-0.089,632,626,1258,1,0.9952,cc,0,0.0001,Aug,3.1268
GO:0030666,0.7221,5,-0.0918,1705,1733,3438,1,0.9919,cc,0,0.0001,Aug,7.7643
GO:0098852,0.6904,6,0.0335,320,329,649,1,0.9861,cc,0,0.0001,Aug,2.1655
GO:0030666,0.7522,6,0.0826,391,406,797,1,0.9812,cc,0,0.0001,Aug,2.7183
GO:0043226,0.6352,2,-0.0477,18499,18483,36982,1,0.9996,cc,0,0.0001,Aug,452.7673
GO:0016020,0.7872,2,0.0997,23017,23028,46045,1,0.9998,cc,0,0.0001,Aug,715.1411
GO:1902494,0.6911,2,0.0678,3919,3907,7826,1,0.9985,cc,0,0.0001,Aug,130.3522
GO:1990904,0.8631,2,0.0799,4987,5006,9993,1,0.9981,cc,0,0.0001,Aug,143.6357
GO:0140513,0.8107,2,0.1131,4257,4307,8564,1,0.9942,cc,0,0.0001,Aug,143.7246
GO:0043235,0.8868,2,0.1744,5589,5632,11221,1,0.9962,cc,0,0.0001,Aug,128.0399
GO:0098796,0.6428,2,-0.0419,4688,4722,9410,1,0.9964,cc,0,0.0001,Aug,41.6492
GO:0043227,0.5509,2,-0.2415,17116,17138,34254,1,0.9994,cc,0,0.0001,Aug,342.7787
GO:0043229,0.6348,2,-0.0741,16906,16908,33814,1,0.9999,cc,0,0.0001,Aug,531.5514
GO:0005886,0.7712,2,0.1478,13158,13147,26305,1,0.9996,cc,0,0.0001,Aug,249.6931
GO:0031090,0.6528,2,-0.0264,16437,16409,32846,1,0.9991,cc,0,0.0001,Aug,530.8975
GO:0005681,0.7737,2,-0.0466,3739,3732,7471,1,0.9991,cc,0,0.0001,Aug,125.4396
