GO_Term,AUROC,From_Level,AUROC_difference,Ones,Zeros,Size,TL,Balance,Ontology,Frozen,LR,Data,Time
GO:0004672,0.9253,2,0.1738,2272,2289,4561,1,0.9963,mf,0,1.00E-05,Aug,79.2443
GO:0019901,0.5798,2,-0.2943,3560,3562,7122,1,0.9997,mf,0,1.00E-05,Aug,30.1714
GO:0046914,0.6368,2,-0.3091,3114,3061,6175,1,0.9914,mf,0,1.00E-05,Aug,108.0846
GO:0032553,0.7636,2,0.0186,9372,9375,18747,1,0.9998,mf,0,1.00E-05,Aug,226.1474
GO:0017076,0.6814,2,-0.0167,7478,7472,14950,1,0.9996,mf,0,1.00E-05,Aug,36.9104
GO:0004721,0.758,2,0.0137,7250,7238,14488,1,0.9992,mf,0,1.00E-05,Aug,65.6578
GO:0004674,0.9696,2,0.2955,1403,1387,2790,1,0.9943,mf,0,1.00E-05,Aug,34.7778
GO:1990782,0.6257,2,-0.214,3314,3349,6663,1,0.9947,mf,0,1.00E-05,Aug,116.2639
GO:0008270,0.6525,2,-0.3184,1601,1630,3231,1,0.991,mf,0,1.00E-05,Aug,23.0384
GO:0032555,0.655,2,-0.1065,8958,8950,17908,1,0.9996,mf,0,1.00E-05,Aug,284.3376
GO:0030554,0.6676,2,-0.0102,5614,5580,11194,1,0.997,mf,0,1.00E-05,Aug,120.7938
GO:0016788,0.641,3,-0.2276,2131,2117,4248,1,0.9967,mf,0,1.00E-05,Aug,17.4893
GO:0016772,0.8225,3,0.1112,2512,2524,5036,1,0.9976,mf,0,1.00E-05,Aug,42.5181
GO:0019899,0.7091,3,-0.0897,5585,5652,11237,1,0.994,mf,0,1.00E-05,Aug,93.898
GO:0043169,0.6244,3,-0.2143,1351,1356,2707,1,0.9982,mf,0,1.00E-05,Aug,20.5842
GO:0043168,0.6934,3,-0.1445,1346,1346,2692,1,1,mf,0,1.00E-05,Aug,6.3198
GO:1901265,0.6578,3,-0.062,4120,4124,8244,1,0.9995,mf,0,1.00E-05,Aug,95.0223
GO:1901363,0.6768,3,0.0156,1196,1199,2395,1,0.9987,mf,0,1.00E-05,Aug,5.7037
GO:0042578,0.7772,3,0.1005,1061,1084,2145,1,0.9893,mf,0,1.00E-05,Aug,5.0368
GO:0016773,0.8893,3,0.1925,1883,1866,3749,1,0.9955,mf,0,1.00E-05,Aug,9.8215
GO:0016301,0.879,3,0.1672,2044,2027,4071,1,0.9958,mf,0,1.00E-05,Aug,13.4473
GO:0019900,0.6904,3,-0.0993,3580,3602,7182,1,0.9969,mf,0,1.00E-05,Aug,42.7978
GO:0046872,0.6684,3,-0.1779,1249,1267,2516,1,0.9928,mf,0,1.00E-05,Aug,11.2652
GO:0035639,0.6848,3,-0.0099,666,680,1346,1,0.9896,mf,0,1.00E-05,Aug,9.2607
GO:0000166,0.6376,3,-0.0235,1096,1080,2176,1,0.9926,mf,0,1.00E-05,Aug,11.3794
GO:0016791,0.6274,3,-0.0862,816,796,1612,1,0.9876,mf,0,1.00E-05,Aug,9.2232
GO:0004672,0.931,3,0.1569,1493,1468,2961,1,0.9916,mf,0,1.00E-05,Aug,6.8758
GO:0019901,0.6874,3,-0.0052,3176,3143,6319,1,0.9948,mf,0,1.00E-05,Aug,109.7944
GO:0046914,0.6432,3,-0.2055,706,687,1393,1,0.9864,mf,0,1.00E-05,Aug,3.5011
GO:0032553,0.7088,3,-0.2187,816,796,1612,1,0.9876,mf,0,1.00E-05,Aug,4.0811
GO:0017076,0.7116,3,-0.2102,944,938,1882,1,0.9968,mf,0,1.00E-05,Aug,5.3366
GO:0004721,0.7909,3,0.1237,2958,2976,5934,1,0.997,mf,0,1.00E-05,Aug,58.2788
GO:0004674,0.9556,3,0.2725,920,916,1836,1,0.9978,mf,0,1.00E-05,Aug,4.4397
GO:1990782,0.7826,3,0.09,2838,2869,5707,1,0.9946,mf,0,1.00E-05,Aug,39.9973
GO:0008270,0.5808,3,-0.1707,354,371,725,1,0.9766,mf,0,1.00E-05,Aug,9.5377
GO:0032555,0.7158,3,-0.1583,772,772,1544,1,1,mf,0,1.00E-05,Aug,6.6791
GO:0030554,0.7256,3,-0.2203,706,705,1411,1,0.9993,mf,0,1.00E-05,Aug,4.6669
GO:0042578,0.8691,4,0.0005,710,685,1395,1,0.9821,mf,0,1.00E-05,Aug,3.6512
GO:0016773,0.9063,4,0.195,1421,1381,2802,1,0.9857,mf,0,1.00E-05,Aug,6.577
GO:0016301,0.9028,4,0.104,1532,1508,3040,1,0.9921,mf,0,1.00E-05,Aug,6.6505
GO:0019900,0.7472,4,-0.0915,1123,1118,2241,1,0.9978,mf,0,1.00E-05,Aug,7.0678
GO:0046872,0.6837,4,-0.1542,1249,1267,2516,1,0.9928,mf,0,1.00E-05,Aug,10.381
GO:0000166,0.5947,4,-0.1251,1096,1080,2176,1,0.9926,mf,0,1.00E-05,Aug,11.5466
GO:0035639,0.6933,4,0.0321,666,680,1346,1,0.9896,mf,0,1.00E-05,Aug,3.5747
GO:0016791,0.8077,4,0.131,522,532,1054,1,0.9905,mf,0,1.00E-05,Aug,19.6705
GO:0004672,0.9147,4,0.2179,1104,1101,2205,1,0.9986,mf,0,1.00E-05,Aug,5.3652
GO:0019901,0.6217,4,-0.0901,1001,979,1980,1,0.9889,mf,0,1.00E-05,Aug,35.823
GO:0046914,0.6012,4,-0.1885,706,687,1393,1,0.9864,mf,0,1.00E-05,Aug,11.555
GO:0032553,0.6807,4,-0.1656,816,796,1612,1,0.9876,mf,0,1.00E-05,Aug,4.1052
GO:0017076,0.669,4,-0.0257,944,938,1882,1,0.9968,mf,0,1.00E-05,Aug,4.6715
GO:0004721,0.7884,4,0.1273,277,266,543,1,0.9797,mf,0,1.00E-05,Aug,1.7186
GO:0004674,0.9619,4,0.2483,681,681,1362,1,1,mf,0,1.00E-05,Aug,3.4483
GO:1990782,0.7223,4,-0.0518,894,886,1780,1,0.9955,mf,0,1.00E-05,Aug,7.6556
GO:0008270,0.6162,4,-0.0764,354,371,725,1,0.9766,mf,0,1.00E-05,Aug,2.1325
GO:0032555,0.6691,4,-0.1796,772,772,1544,1,1,mf,0,1.00E-05,Aug,9.0621
GO:0030554,0.7416,4,-0.1859,706,705,1411,1,0.9993,mf,0,1.00E-05,Aug,4.2438
GO:0016791,0.8559,5,-0.0127,522,532,1054,1,0.9905,mf,0,1.00E-05,Aug,2.906
GO:0004672,0.9344,5,0.2231,1104,1101,2205,1,0.9986,mf,0,1.00E-05,Aug,5.3198
GO:0019901,0.5424,5,-0.2564,592,565,1157,1,0.9767,mf,0,1.00E-05,Aug,3.1453
GO:0046914,0.6255,5,-0.2132,706,687,1393,1,0.9864,mf,0,1.00E-05,Aug,4.1378
GO:0032553,0.6953,5,-0.1426,816,796,1612,1,0.9876,mf,0,1.00E-05,Aug,4.0945
GO:0017076,0.7024,5,-0.0174,944,938,1882,1,0.9968,mf,0,1.00E-05,Aug,4.6386
GO:0004721,0.8499,5,0.1887,277,266,543,1,0.9797,mf,0,1.00E-05,Aug,1.7257
GO:0004674,0.9706,5,0.2939,681,681,1362,1,1,mf,0,1.00E-05,Aug,3.4012
GO:1990782,0.7168,5,0.02,514,526,1040,1,0.9885,mf,0,1.00E-05,Aug,3.3256
GO:0008270,0.6247,5,-0.0871,354,371,725,1,0.9766,mf,0,1.00E-05,Aug,2.1122
GO:0032555,0.7021,5,-0.0876,772,772,1544,1,1,mf,0,1.00E-05,Aug,3.9449
GO:0030554,0.7799,5,-0.0664,706,705,1411,1,0.9993,mf,0,1.00E-05,Aug,3.6725
GO:0004721,0.8545,6,-0.0141,277,266,543,1,0.9797,mf,0,1.00E-05,Aug,2.4936
GO:0004674,0.9698,6,0.2585,681,681,1362,1,1,mf,0,1.00E-05,Aug,3.6046
GO:1990782,0.7579,6,-0.0409,514,526,1040,1,0.9885,mf,0,1.00E-05,Aug,2.9935
GO:0008270,0.7089,6,-0.1298,354,371,725,1,0.9766,mf,0,1.00E-05,Aug,2.2416
GO:0032555,0.7794,6,-0.0585,772,772,1544,1,1,mf,0,1.00E-05,Aug,3.913
GO:0030554,0.7581,6,0.0383,706,705,1411,1,0.9993,mf,0,1.00E-05,Aug,4.2681
GO:0016787,0.7617,2,-0.1238,7939,7953,15892,1,0.9991,mf,0,1.00E-05,Aug,273.4997
GO:0016740,0.7391,2,0.0276,7034,7058,14092,1,0.9983,mf,0,1.00E-05,Aug,97.3612
GO:0140096,0.808,2,0.1445,8269,8231,16500,1,0.9977,mf,0,1.00E-05,Aug,148.4715
GO:0005515,0.6011,2,-0.1934,9942,10021,19963,1,0.996,mf,0,1.00E-05,Aug,123.9562
GO:0043167,0.6113,2,-0.2414,10630,10662,21292,1,0.9985,mf,0,1.00E-05,Aug,124.9397
GO:0097367,0.5782,2,-0.1089,12189,12134,24323,1,0.9977,mf,0,1.00E-05,Aug,76.7536
GO:0097159,0.7032,2,0.0295,8166,8111,16277,1,0.9966,mf,0,1.00E-05,Aug,62.657
GO:0036094,0.6585,2,-0.0035,11672,11706,23378,1,0.9985,mf,0,1.00E-05,Aug,228.4951
GO:0016788,0.798,2,0.0766,4862,4843,9705,1,0.998,mf,0,1.00E-05,Aug,167.5326
GO:0016772,0.8339,2,0.1336,4118,4138,8256,1,0.9976,mf,0,1.00E-05,Aug,92.3483
GO:0019899,0.5516,2,-0.2848,7261,7284,14545,1,0.9984,mf,0,1.00E-05,Aug,250.2179
GO:0043169,0.6189,2,-0.2536,6034,6036,12070,1,0.9998,mf,0,1.00E-05,Aug,42.7496
GO:0043168,0.6339,2,0.004,5619,5569,11188,1,0.9955,mf,0,1.00E-05,Aug,62.5952
GO:1901265,0.5389,2,-0.141,6337,6308,12645,1,0.9977,mf,0,1.00E-05,Aug,27.0442
GO:1901363,0.7169,2,0.0901,9651,9546,19197,1,0.9945,mf,0,1.00E-05,Aug,305.5921
GO:0042578,0.8604,2,0.1332,2507,2572,5079,1,0.9872,mf,0,1.00E-05,Aug,74.4923
GO:0016773,0.9123,2,0.1861,3055,3029,6084,1,0.9957,mf,0,1.00E-05,Aug,106.2598
GO:0016301,0.8977,2,0.0131,3316,3291,6607,1,0.9962,mf,0,1.00E-05,Aug,112.282
GO:0019900,0.5797,2,-0.3427,4446,4467,8913,1,0.9976,mf,0,1.00E-05,Aug,153.9135
GO:0046872,0.6085,2,-0.2796,5753,5727,11480,1,0.9977,mf,0,1.00E-05,Aug,24.6788
GO:0035639,0.6275,2,-0.0557,3653,3674,7327,1,0.9971,mf,0,1.00E-05,Aug,87.3724
GO:0000166,0.6048,2,-0.0905,8652,8669,17321,1,0.999,mf,0,1.00E-05,Aug,36.3808
GO:0016791,0.8323,2,0.0167,1925,1891,3816,1,0.9911,mf,0,1.00E-05,Aug,29.9369
GO:0004672,0.9381,2,0.1908,2348,2337,4685,1,0.9977,mf,0,1.00E-05,Aug,77.2867
GO:0019901,0.5847,2,-0.3541,4035,4056,8091,1,0.9974,mf,0,1.00E-05,Aug,140.3826
GO:0046914,0.6037,2,-0.3358,3106,3078,6184,1,0.9955,mf,0,1.00E-05,Aug,20.2924
GO:0032553,0.68,2,0.0047,6070,6045,12115,1,0.9979,mf,0,1.00E-05,Aug,210.6786
GO:0017076,0.7417,2,0.0887,7218,7255,14473,1,0.9974,mf,0,1.00E-05,Aug,250.8885
GO:0004721,0.9268,2,0.1921,7720,7693,15413,1,0.9982,mf,0,1.00E-05,Aug,266.863
GO:0004674,0.9462,2,0.1721,1471,1421,2892,1,0.9827,mf,0,1.00E-05,Aug,51.2763
GO:1990782,0.6331,2,-0.3128,3745,3735,7480,1,0.9987,mf,0,1.00E-05,Aug,101.4756
GO:0008270,0.5423,2,-0.4149,1573,1596,3169,1,0.9927,mf,0,1.00E-05,Aug,8.3544
GO:0032555,0.723,2,-0.0535,5713,5643,11356,1,0.9938,mf,0,1.00E-05,Aug,196.7881
GO:0030554,0.7076,2,0.0221,5650,5621,11271,1,0.9974,mf,0,1.00E-05,Aug,195.588
GO:0016788,0.6485,3,-0.237,2180,2253,4433,1,0.9835,mf,0,1.00E-05,Aug,22.3167
GO:0016772,0.8215,3,0.11,2621,2653,5274,1,0.9939,mf,0,1.00E-05,Aug,22.5397
GO:0019899,0.6551,3,-0.0084,5564,5601,11165,1,0.9967,mf,0,1.00E-05,Aug,85.1069
GO:0043169,0.5864,3,-0.2081,1473,1426,2899,1,0.9838,mf,0,1.00E-05,Aug,12.9131
GO:0043168,0.7028,3,-0.1499,1349,1356,2705,1,0.9974,mf,0,1.00E-05,Aug,6.2573
GO:1901265,0.6499,3,-0.0372,3938,3956,7894,1,0.9977,mf,0,1.00E-05,Aug,58.1688
GO:1901363,0.7368,3,0.0631,1241,1232,2473,1,0.9964,mf,0,1.00E-05,Aug,11.0524
GO:0042578,0.6072,3,-0.0548,1185,1192,2377,1,0.9971,mf,0,1.00E-05,Aug,42.9144
GO:0016773,0.8966,3,0.1752,1952,1916,3868,1,0.9907,mf,0,1.00E-05,Aug,26.1194
GO:0016301,0.8685,3,0.1682,2100,2081,4181,1,0.9955,mf,0,1.00E-05,Aug,28.1474
GO:0019900,0.6693,3,-0.1671,3581,3624,7205,1,0.994,mf,0,1.00E-05,Aug,15.6457
GO:0046872,0.6476,3,-0.2249,1393,1377,2770,1,0.9942,mf,0,1.00E-05,Aug,7.4186
GO:0035639,0.7671,3,0.1372,696,708,1404,1,0.9915,mf,0,1.00E-05,Aug,14.6287
GO:0000166,0.6023,3,-0.0776,1123,1114,2237,1,0.996,mf,0,1.00E-05,Aug,25.7302
GO:0016791,0.5454,3,-0.0814,882,887,1769,1,0.9972,mf,0,1.00E-05,Aug,8.8125
GO:0004672,0.9436,3,0.2164,1511,1486,2997,1,0.9917,mf,0,1.00E-05,Aug,27.6911
GO:0019901,0.6702,3,-0.056,3246,3266,6512,1,0.9969,mf,0,1.00E-05,Aug,14.1731
GO:0046914,0.5676,3,-0.317,748,738,1486,1,0.9933,mf,0,1.00E-05,Aug,3.6532
GO:0032553,0.6856,3,-0.2368,794,786,1580,1,0.9949,mf,0,1.00E-05,Aug,3.9845
GO:0017076,0.6627,3,-0.2254,935,944,1879,1,0.9952,mf,0,1.00E-05,Aug,4.5525
GO:0004721,0.9032,3,0.22,3065,3098,6163,1,0.9946,mf,0,1.00E-05,Aug,106.6283
GO:0004674,0.9522,3,0.2569,911,917,1828,1,0.9967,mf,0,1.00E-05,Aug,33.1134
GO:1990782,0.8562,3,0.0406,2932,2925,5857,1,0.9988,mf,0,1.00E-05,Aug,21.0605
GO:0008270,0.5636,3,-0.1837,376,369,745,1,0.9906,mf,0,1.00E-05,Aug,5.5592
GO:0032555,0.6942,3,-0.2446,748,738,1486,1,0.9933,mf,0,1.00E-05,Aug,7.0335
GO:0030554,0.6933,3,-0.2462,736,714,1450,1,0.9848,mf,0,1.00E-05,Aug,4.2764
GO:0042578,0.8718,4,-0.0137,734,743,1477,1,0.9939,mf,0,1.00E-05,Aug,3.8435
GO:0016773,0.9285,4,0.217,1403,1365,2768,1,0.9863,mf,0,1.00E-05,Aug,6.4677
GO:0016301,0.924,4,0.2605,1538,1471,3009,1,0.9777,mf,0,1.00E-05,Aug,6.9339
GO:0019900,0.6995,4,-0.095,1118,1117,2235,1,0.9996,mf,0,1.00E-05,Aug,6.9652
GO:0046872,0.6929,4,-0.1598,1393,1377,2770,1,0.9942,mf,0,1.00E-05,Aug,16.2408
GO:0035639,0.7856,4,0.1119,696,708,1404,1,0.9915,mf,0,1.00E-05,Aug,3.6709
GO:0016791,0.7863,4,0.1243,562,550,1112,1,0.9892,mf,0,1.00E-05,Aug,20.5176
GO:0004672,0.9484,4,0.227,1061,1084,2145,1,0.9893,mf,0,1.00E-05,Aug,5.2238
GO:0019901,0.7257,4,0.0254,1011,985,1996,1,0.987,mf,0,1.00E-05,Aug,5.5883
GO:0046914,0.5552,4,-0.2812,748,738,1486,1,0.9933,mf,0,1.00E-05,Aug,15.3632
GO:0032553,0.7596,4,-0.1129,794,786,1580,1,0.9949,mf,0,1.00E-05,Aug,3.9919
GO:0017076,0.7009,4,0.071,935,944,1879,1,0.9952,mf,0,1.00E-05,Aug,4.6679
GO:0004721,0.8843,4,0.2044,298,299,597,1,0.9983,mf,0,1.00E-05,Aug,1.7973
GO:0004674,0.9614,4,0.3346,663,656,1319,1,0.9947,mf,0,1.00E-05,Aug,3.3516
GO:1990782,0.7247,4,-0.0025,900,885,1785,1,0.9916,mf,0,1.00E-05,Aug,4.4221
GO:0008270,0.5816,4,-0.1446,376,369,745,1,0.9906,mf,0,1.00E-05,Aug,3.8308
GO:0032555,0.7604,4,-0.1242,748,738,1486,1,0.9933,mf,0,1.00E-05,Aug,3.8852
GO:0030554,0.7212,4,-0.2012,736,714,1450,1,0.9848,mf,0,1.00E-05,Aug,3.7456
GO:0016791,0.915,5,0.0295,495,496,991,1,0.999,mf,0,1.00E-05,Aug,2.8916
GO:0004672,0.9418,5,0.2303,1061,1084,2145,1,0.9893,mf,0,1.00E-05,Aug,5.2072
GO:0019901,0.5987,5,-0.0648,563,554,1117,1,0.9919,mf,0,1.00E-05,Aug,7.534
GO:0046914,0.5084,5,-0.2861,748,738,1486,1,0.9933,mf,0,1.00E-05,Aug,18.3116
GO:0032553,0.7522,5,-0.1005,794,786,1580,1,0.9949,mf,0,1.00E-05,Aug,4.5751
GO:0017076,0.7392,5,0.0521,935,944,1879,1,0.9952,mf,0,1.00E-05,Aug,4.7062
GO:0004721,0.9258,5,0.2521,268,264,532,1,0.9925,mf,0,1.00E-05,Aug,2.2
GO:0004674,0.9539,5,0.2919,663,656,1319,1,0.9947,mf,0,1.00E-05,Aug,3.3519
GO:1990782,0.6094,5,-0.112,500,506,1006,1,0.994,mf,0,1.00E-05,Aug,2.8432
GO:0008270,0.5251,5,-0.1752,376,369,745,1,0.9906,mf,0,1.00E-05,Aug,4.3879
GO:0032555,0.7743,5,-0.0621,748,738,1486,1,0.9933,mf,0,1.00E-05,Aug,3.8478
GO:0030554,0.7252,5,-0.1473,736,714,1450,1,0.9848,mf,0,1.00E-05,Aug,3.7251
GO:0004721,0.9728,6,0.0873,268,264,532,1,0.9925,mf,0,1.00E-05,Aug,2.288
GO:0004674,0.9563,6,0.2448,663,656,1319,1,0.9947,mf,0,1.00E-05,Aug,3.544
GO:1990782,0.6705,6,0.007,500,506,1006,1,0.994,mf,0,1.00E-05,Aug,2.8248
GO:0008270,0.6545,6,-0.14,376,369,745,1,0.9906,mf,0,1.00E-05,Aug,2.2932
GO:0032555,0.7916,6,-0.0611,748,738,1486,1,0.9933,mf,0,1.00E-05,Aug,4.3345
GO:0030554,0.7419,6,0.0548,736,714,1450,1,0.9848,mf,0,1.00E-05,Aug,3.7617
GO:0016787,0.6371,2,-0.2301,8009,8003,16012,1,0.9996,mf,0,1.00E-05,Aug,72.2995
GO:0016740,0.7031,2,-0.015,7127,7136,14263,1,0.9994,mf,0,1.00E-05,Aug,127.8852
GO:0140096,0.8185,2,0.0378,8321,8302,16623,1,0.9989,mf,0,1.00E-05,Aug,246.0184
GO:0005515,0.614,2,-0.0593,9919,9989,19908,1,0.9965,mf,0,1.00E-05,Aug,55.7004
GO:0043167,0.6155,2,-0.2356,10578,10570,21148,1,0.9996,mf,0,1.00E-05,Aug,124.6214
GO:0097367,0.6064,2,-0.0941,12065,12110,24175,1,0.9981,mf,0,1.00E-05,Aug,108.4455
GO:0097159,0.7134,2,0.0073,8118,8125,16243,1,0.9996,mf,0,1.00E-05,Aug,73.4308
GO:0036094,0.6508,2,-0.0795,11601,11644,23245,1,0.9982,mf,0,1.00E-05,Aug,113.135
GO:0016788,0.6827,2,-0.0889,4976,4965,9941,1,0.9989,mf,0,1.00E-05,Aug,172.6372
GO:0016772,0.8347,2,0.0643,4119,4123,8242,1,0.9995,mf,0,1.00E-05,Aug,57.1888
GO:0019899,0.5583,2,-0.2898,7235,7193,14428,1,0.9971,mf,0,1.00E-05,Aug,134.9307
GO:0043169,0.6653,2,-0.2066,5966,5959,11925,1,0.9994,mf,0,1.00E-05,Aug,46.2799
GO:0043168,0.6458,2,0.0307,5621,5603,11224,1,0.9984,mf,0,1.00E-05,Aug,192.6358
GO:1901265,0.5601,2,-0.1696,6322,6296,12618,1,0.9979,mf,0,1.00E-05,Aug,26.7716
GO:1901363,0.7077,2,-0.0365,9555,9472,19027,1,0.9956,mf,0,1.00E-05,Aug,177.6789
GO:0042578,0.7882,2,-0.0118,2506,2528,5034,1,0.9956,mf,0,1.00E-05,Aug,39.4607
GO:0016773,0.8877,2,0.0897,3036,3010,6046,1,0.9957,mf,0,1.00E-05,Aug,38.1691
GO:0016301,0.8751,2,-0.0299,3301,3270,6571,1,0.9953,mf,0,1.00E-05,Aug,103.7229
GO:0019900,0.549,2,-0.3656,4396,4420,8816,1,0.9973,mf,0,1.00E-05,Aug,152.332
GO:0046872,0.5645,2,-0.3404,5579,5539,11118,1,0.9964,mf,0,1.00E-05,Aug,125.0147
GO:0035639,0.6353,2,0.0044,3635,3644,7279,1,0.9988,mf,0,1.00E-05,Aug,126.2342
GO:0000166,0.5872,2,-0.1205,8633,8634,17267,1,0.9999,mf,0,1.00E-05,Aug,36.493
GO:0016791,0.7657,2,-0.032,1930,1909,3839,1,0.9945,mf,0,1.00E-05,Aug,67.5216
GO:0004672,0.9423,2,0.1343,2380,2372,4752,1,0.9983,mf,0,1.00E-05,Aug,18.7246
GO:0019901,0.5711,2,-0.337,3908,3911,7819,1,0.9996,mf,0,1.00E-05,Aug,65.4305
GO:0046914,0.5737,2,-0.384,3072,3058,6130,1,0.9977,mf,0,1.00E-05,Aug,51.8898
GO:0032553,0.6402,2,-0.0214,6240,6225,12465,1,0.9988,mf,0,1.00E-05,Aug,26.5477
GO:0017076,0.6257,2,-0.0624,7233,7253,14486,1,0.9986,mf,0,1.00E-05,Aug,145.1257
GO:0004721,0.9124,2,0.1365,981,995,1976,1,0.9929,mf,0,1.00E-05,Aug,35.7139
GO:0004674,0.953,2,0.1386,1470,1433,2903,1,0.9873,mf,0,1.00E-05,Aug,34.0138
GO:1990782,0.583,2,-0.3536,3606,3613,7219,1,0.999,mf,0,1.00E-05,Aug,125.616
GO:0008270,0.5899,2,-0.3836,1551,1579,3130,1,0.9911,mf,0,1.00E-05,Aug,55.6185
GO:0032555,0.6758,2,-0.013,5870,5864,11734,1,0.9995,mf,0,1.00E-05,Aug,162.9
GO:0030554,0.6933,2,-0.0016,5625,5607,11232,1,0.9984,mf,0,1.00E-05,Aug,181.7351
GO:0016788,0.6247,3,-0.2425,2227,2246,4473,1,0.9958,mf,0,1.00E-05,Aug,63.1574
GO:0016772,0.7009,3,-0.0172,2547,2566,5113,1,0.9963,mf,0,1.00E-05,Aug,29.4331
GO:0019899,0.6803,3,-0.1004,5621,5650,11271,1,0.9974,mf,0,1.00E-05,Aug,89.6903
GO:0043169,0.6696,3,-0.0037,1484,1446,2930,1,0.987,mf,0,1.00E-05,Aug,46.0218
GO:0043168,0.7295,3,-0.1216,1382,1359,2741,1,0.9916,mf,0,1.00E-05,Aug,6.3878
GO:1901265,0.6945,3,-0.006,3905,3903,7808,1,0.9997,mf,0,1.00E-05,Aug,54.0843
GO:1901363,0.7951,3,0.089,1254,1246,2500,1,0.9968,mf,0,1.00E-05,Aug,6.0112
GO:0042578,0.7737,3,0.0434,1141,1128,2269,1,0.9943,mf,0,1.00E-05,Aug,40.391
GO:0016773,0.7463,3,-0.0253,1866,1851,3717,1,0.996,mf,0,1.00E-05,Aug,11.2085
GO:0016301,0.7336,3,-0.0368,2042,2020,4062,1,0.9946,mf,0,1.00E-05,Aug,13.5826
GO:0019900,0.7207,3,-0.1274,3574,3582,7156,1,0.9989,mf,0,1.00E-05,Aug,20.3698
GO:0046872,0.6375,3,-0.2344,1373,1355,2728,1,0.9934,mf,0,1.00E-05,Aug,16.0113
GO:0035639,0.773,3,0.1579,694,726,1420,1,0.9775,mf,0,1.00E-05,Aug,3.5691
GO:0000166,0.6944,3,-0.0353,3917,3891,7808,1,0.9967,mf,0,1.00E-05,Aug,18.7301
GO:0016791,0.6869,3,-0.0573,875,885,1760,1,0.9943,mf,0,1.00E-05,Aug,26.4462
GO:0004672,0.9395,3,0.1395,2193,2195,4388,1,0.9995,mf,0,1.00E-05,Aug,32.6037
GO:0019901,0.5878,3,-0.2102,3178,3168,6346,1,0.9984,mf,0,1.00E-05,Aug,110.3143
GO:0046914,0.6173,3,-0.2877,752,745,1497,1,0.9953,mf,0,1.00E-05,Aug,3.6771
GO:0032553,0.8312,3,-0.0834,823,806,1629,1,0.9896,mf,0,1.00E-05,Aug,8.152
GO:0017076,0.654,3,-0.2509,3288,3265,6553,1,0.9965,mf,0,1.00E-05,Aug,18.8094
GO:0004721,0.6931,3,0.0622,3027,3048,6075,1,0.9965,mf,0,1.00E-05,Aug,15.5015
GO:0004674,0.9523,3,0.2446,1321,1332,2653,1,0.9959,mf,0,1.00E-05,Aug,14.5139
GO:1990782,0.6523,3,-0.1454,2836,2857,5693,1,0.9963,mf,0,1.00E-05,Aug,18.2383
GO:0008270,0.6092,3,-0.1988,377,379,756,1,0.9974,mf,0,1.00E-05,Aug,5.3188
GO:0032555,0.6928,3,-0.2153,2648,2660,5308,1,0.9977,mf,0,1.00E-05,Aug,11.8285
GO:0030554,0.6974,3,-0.2603,2560,2521,5081,1,0.9923,mf,0,1.00E-05,Aug,25.3831
GO:0042578,0.884,4,0.0168,690,685,1375,1,0.9964,mf,0,1.00E-05,Aug,3.603
GO:0016773,0.9139,4,0.1958,1393,1377,2770,1,0.9942,mf,0,1.00E-05,Aug,6.4707
GO:0016301,0.9132,4,0.1325,1542,1501,3043,1,0.9865,mf,0,1.00E-05,Aug,7.1364
GO:0019900,0.6729,4,-0.0004,1128,1104,2232,1,0.9892,mf,0,1.00E-05,Aug,5.382
GO:0046872,0.6572,4,-0.1939,1373,1355,2728,1,0.9934,mf,0,1.00E-05,Aug,17.0033
GO:0000166,0.6686,4,-0.0319,1132,1128,2260,1,0.9982,mf,0,1.00E-05,Aug,13.2203
GO:0035639,0.8389,4,0.1328,694,726,1420,1,0.9775,mf,0,1.00E-05,Aug,3.6625
GO:0016791,0.8789,4,0.1486,522,532,1054,1,0.9905,mf,0,1.00E-05,Aug,10.0797
GO:0004672,0.9428,4,0.1712,1072,1097,2169,1,0.9885,mf,0,1.00E-05,Aug,5.2986
GO:0019901,0.501,4,-0.2694,1007,991,1998,1,0.992,mf,0,1.00E-05,Aug,14.0866
GO:0046914,0.5832,4,-0.2649,752,745,1497,1,0.9953,mf,0,1.00E-05,Aug,14.0086
GO:0032553,0.7415,4,-0.1304,823,806,1629,1,0.9896,mf,0,1.00E-05,Aug,4.6167
GO:0017076,0.7063,4,0.0912,946,949,1895,1,0.9984,mf,0,1.00E-05,Aug,4.7092
GO:0004721,0.9228,4,0.1931,269,281,550,1,0.9782,mf,0,1.00E-05,Aug,1.7804
GO:0004674,0.9818,4,0.2376,650,656,1306,1,0.9954,mf,0,1.00E-05,Aug,3.3092
GO:1990782,0.5938,4,-0.2062,900,891,1791,1,0.995,mf,0,1.00E-05,Aug,5.1256
GO:0008270,0.595,4,-0.203,377,379,756,1,0.9974,mf,0,1.00E-05,Aug,5.0466
GO:0032555,0.7872,4,-0.1178,780,755,1535,1,0.9837,mf,0,1.00E-05,Aug,3.9545
GO:0030554,0.698,4,-0.2166,737,744,1481,1,0.9953,mf,0,1.00E-05,Aug,3.8175
GO:0016791,0.9028,5,0.0356,510,501,1011,1,0.9911,mf,0,1.00E-05,Aug,2.8016
GO:0004672,0.9498,5,0.2317,1072,1097,2169,1,0.9885,mf,0,1.00E-05,Aug,5.2762
GO:0019901,0.5054,5,-0.2753,564,562,1126,1,0.9982,mf,0,1.00E-05,Aug,8.5625
